x,y
1618,180.4884005
1619,180.4639805
1620,180.4395604
1621,180.4151404
1622,180.3907204
1623,180.3663004
1624,180.3418803
1625,180.3174603
1626,180.2930403
1627,180.2686203
1628,180.2442002
1629,180.2197802
1630,180.1953602
1631,180.1709402
1632,180.1465201
1633,180.1221001
1634,180.0976801
1635,180.0732601
1636,180.04884
1637,180.02442
1638,180
1639,179.97558
1640,179.95116
1641,179.9267399
1642,179.9023199
1643,179.8778999
1644,179.8534799
1645,179.8290598
1646,179.8046398
1647,179.7802198
1648,179.7557998
1649,179.7313797
1650,179.7069597
1651,179.6825397
1652,179.6581197
1653,179.6336996
1654,179.6092796
1655,179.5848596
1656,179.5604396
1657,179.5360195
1658,179.5115995
1659,179.4871795
1660,179.4627595
1661,179.4383394
1662,179.4139194
1663,179.3894994
1664,179.3650794
1665,179.3406593
1666,179.3162393
1667,179.2918193
1668,179.2673993
1669,179.2429792
1670,179.2185592
1671,179.1941392
1672,179.1697192
1673,179.1452991
1674,179.1208791
1675,179.0964591
1676,179.0720391
1677,179.047619
1678,179.023199
1679,178.998779
1680,178.974359
1681,178.9499389
